,X,Y,PRIMARYDISTRICTCD,COMMON_NAME,TREEHEIGHT,DIAM,GENUS,HERITAGE,EXCEPTIONAL
1083,-122.344729200605,47.6381735234413,DISTRICT7,Red Oak,0.0,20,Quercus,N,N
1084,-122.401030461782,47.6544231456088,DISTRICT7,Cascara (Buckthorn),0.0,2,Rhamnus,N,N
1085,-122.404290900699,47.6458963874828,DISTRICT7,Laceleaf Maple,0.0,6,Acer,N,N
1086,-122.385527767206,47.5694298604351,DISTRICT1,English Midland Hawthorn,0.0,10,Crataegus,N,N
1087,-122.325534431505,47.6269605486575,DISTRICT3,Eastern Dogwood,0.0,9,Cornus,N,N
1088,-122.316334653365,47.6857037550253,DISTRICT4,English Midland Hawthorn,0.0,12,Crataegus,N,N
1089,-122.351645935576,47.5185883348102,DISTRICT1,Full Moon (Downy Japanese) Maple,0.0,2,Acer,N,N
1090,-122.254682387226,47.5069492326797,DISTRICT2,"Persian Ironwood, Parrotia",0.0,2,Parrotia,N,N
1091,-122.271329646739,47.5477147219886,DISTRICT2,(Pacific) Madrona,0.0,18,Arbutus,N,N
1092,-122.384918078189,47.5467073905419,DISTRICT1,American Hornbeam,0.0,2,Carpinus,N,N
1093,-122.299004549803,47.6910609587803,DISTRICT5,White Fir,0.0,28,Abies,N,N
1094,-122.398486961864,47.6612642328422,DISTRICT7,Red Maple,0.0,14,Acer,N,N
1095,-122.334820896044,47.6715959236044,DISTRICT6,Purpleleaf Plum variety,0.0,8,Prunus,N,N
1096,-122.357771497051,47.7087751281129,DISTRICT5,Common Serviceberry,0.0,3,Amelanchier,N,N
1097,-122.317726836722,47.6553421443236,DISTRICT4,Sugar Maple,0.0,10,Acer,N,N
1098,-122.350804881216,47.5870801596243,DISTRICT1,Common (Euro) Mountain Ash,0.0,4,Sorbus,N,N
1099,-122.344490890662,47.7021560784295,DISTRICT5,Sweetgum,0.0,4,Liquidambar,N,N
1100,-122.323015039047,47.5297716837967,DISTRICT1,Thornless Cockspur Hawthorn,0.0,8,Crataegus,N,N
1101,-122.312726790315,47.6786461552067,DISTRICT4,Apple/Crabapple,0.0,8,Malus,N,N
1102,-122.36858218339,47.5486592472747,DISTRICT1,Pine,0.0,10,Pinus,N,N
1103,-122.3769698925,47.5763767993383,DISTRICT1,Kwanzan Flowering Cherry,0.0,7,Prunus,N,N
1104,-122.371278670343,47.5340730771301,DISTRICT1,(Smooth) Japanese Maple,0.0,2,Acer,N,N
1105,-122.34120989082,47.6136215735346,DISTRICT7,Red Oak,0.0,13,Quercus,N,N
1106,-122.321715104742,47.6097127790248,DISTRICT3,Norway Maple,0.0,18,Acer,N,N
1107,-122.360432013591,47.519743965989,DISTRICT1,Raywood Narrowleaf Ash,0.0,6,Fraxinus,N,N
1108,-122.375188197276,47.686831113399,DISTRICT6,Callery Pear,0.0,9,Pyrus,N,N
1109,-122.316049961003,47.5657596541423,DISTRICT2,Frontier Elm,0.0,2,Ulmus,N,N
1110,-122.326046788879,47.6694128581229,DISTRICT6,Korean Stewartia,0.0,2,Stewartia,N,N
1111,-122.334178806493,47.6002814108249,DISTRICT7,London Plane (Tree),0.0,18,Platanus,N,N
1112,-122.345778003465,47.6891638111167,DISTRICT6,(European) White Birch,0.0,4,Betula,N,N
1113,-122.321712102413,47.6268015143201,DISTRICT3,Callery Pear,0.0,6,Pyrus,N,N
1114,-122.346852939762,47.5274366689527,DISTRICT1,Spring Snow Crabapple,0.0,5,Malus,N,N
1115,-122.333843105181,47.7084388231229,DISTRICT5,Tulip Tree,0.0,8,Liriodendron,N,N
1116,-122.366041552325,47.6713486052731,DISTRICT6,Snowcone Japanese Snowbell,0.0,1,Styrax,N,N
1117,-122.361857515466,47.6686290603276,DISTRICT6,Kimberly Ash,0.0,21,Fraxinus,N,N
1118,-122.280349305701,47.6334128089115,DISTRICT3,Swamp White Oak,0.0,4,Quercus,N,N
1119,-122.38420813882,47.5267184015585,DISTRICT1,Cherry/Plum/Laurel,0.0,13,Prunus,N,N
1120,-122.394306213935,47.6576412571056,DISTRICT7,Hawthorn,0.0,5,Crataegus,N,N
1121,-122.357317226305,47.5301256800493,DISTRICT1,Apple/Crabapple,0.0,6,Malus,N,N
1122,-122.343114805721,47.617361104767,DISTRICT7,Red Oak,0.0,11,Quercus,N,N
1123,-122.326667244069,47.6225583220826,DISTRICT3,Full Moon (Downy Japanese) Maple,0.0,8,Acer,N,N
1124,-122.387680759549,47.6968528437109,DISTRICT6,(Common) Goldenchain,0.0,14,Laburnum,N,N
1125,-122.391804406389,47.5861006872497,DISTRICT1,Blireiana Purpleleaf Plum,0.0,3,Prunus,N,N
1126,-122.355657522712,47.6395223175252,DISTRICT7,Western Red Cedar,0.0,37,Thuja,N,N
1127,-122.309117325451,47.6184666508962,DISTRICT3,Katsura Tree,0.0,7,Cercidiphyllum,N,N
1128,-122.337491963336,47.662191804171,DISTRICT4,Sargent Cherry,0.0,5,Prunus,N,N
1129,-122.351578634613,47.6202831694159,DISTRICT7,Raywood Narrowleaf Ash,0.0,10,Fraxinus,N,N
1130,-122.296393426841,47.6017234902952,DISTRICT3,Cavalier Norway Maple,0.0,19,Acer,N,N
1131,-122.36862469553,47.6701823443713,DISTRICT6,English Oak,0.0,14,Quercus,N,N
1132,-122.315607057276,47.6240452814438,DISTRICT3,Evergreen (Southern) Magnolia,0.0,3,Magnolia,N,N
1133,-122.306995327952,47.5884590351271,DISTRICT3,Littleleaf Linden,,6,Tilia,N,N
1134,-122.309729790899,47.5953737645453,DISTRICT3,Scarlet Oak,0.0,4,Quercus,N,N
1135,-122.393049557946,47.6432921717131,DISTRICT7,English Midland Hawthorn,0.0,12,Crataegus,N,N
1136,-122.29536097576,47.7187682255795,DISTRICT5,Emerald Queen Norway Maple,0.0,12,Acer,N,N
1137,-122.285069073275,47.5737072875768,DISTRICT2,Littleleaf Linden,0.0,23,Tilia,N,N
1138,-122.332763310445,47.6015257550096,DISTRICT7,London Plane (Tree),0.0,18,Platanus,N,N
1139,-122.287845699253,47.6210340253698,DISTRICT3,White Mulberry,0.0,1,Morus,N,N
1140,-122.267382066031,47.5229603730158,DISTRICT2,Katsura Tree,0.0,2,Cercidiphyllum,N,N
1141,-122.343633884498,47.6582090283606,DISTRICT4,Common Fig,0.0,3,Ficus,N,N
1142,-122.345200450308,47.6506848263117,DISTRICT4,Norway Maple,0.0,14,Acer,N,N
1143,-122.349671585439,47.6731143822672,DISTRICT6,White Ash,0.0,4,Fraxinus,N,N
1144,-122.290068727503,47.6637804569687,DISTRICT4,English Midland Hawthorn,0.0,12,Crataegus,N,N
1145,-122.391718209959,47.6412494811518,DISTRICT7,(Smooth) Japanese Maple,0.0,11,Acer,N,N
1146,-122.363273279259,47.533200818047,DISTRICT1,Paperbark Maple,0.0,7,Acer,N,N
1147,-122.298958526103,47.606743659862,DISTRICT3,Snowdrift Crabapple,0.0,10,Malus,N,N
1148,-122.387489138084,47.589126635292,DISTRICT1,Kousa Dogwood,0.0,2,Cornus,N,N
1149,-122.358965924944,47.618882397584,DISTRICT7,Green (Red) Ash,0.0,5,Fraxinus,N,N
1150,-122.357843519895,47.6977839094476,DISTRICT6,Camellia,0.0,8,Camellia,N,N
1151,-122.397048223324,47.6492341008604,DISTRICT7,Cherry/Plum/Laurel,0.0,12,Prunus,N,N
1152,-122.304748738316,47.6486175605914,DISTRICT4,Armstrong Freeman (Red) Maple,0.0,9,Acer,N,N
1153,-122.293057604439,47.5777601089756,DISTRICT2,Pacific Sunset Maple,0.0,7,Acer,N,N
1154,-122.30237812491,47.5525663304608,DISTRICT2,Higan (Spring) Cherry,0.0,11,Prunus,N,N
1155,-122.258203010826,47.6727000393185,DISTRICT4,Evergreen (Southern) Magnolia,0.0,1,Magnolia,N,N
1156,-122.309332724403,47.6702398583932,DISTRICT4,Tulip Tree,107.0,48,Liriodendron,Y,N
1157,-122.351298663605,47.6373664810171,DISTRICT7,Purpleleaf Plum variety,0.0,21,Prunus,N,N
1158,-122.302753637168,47.6882225399721,DISTRICT4,Sugar Maple,0.0,10,Acer,N,N
1159,-122.349696542144,47.6777433426084,DISTRICT6,English Midland Hawthorn,0.0,12,Crataegus,N,N
1160,-122.301929314812,47.6188842368516,DISTRICT3,Redspire Pear,0.0,2,Pyrus,N,N
1161,-122.315321681105,47.6283796062703,DISTRICT3,Cherry/Plum/Laurel,0.0,4,Prunus,N,N
1162,-122.289234388692,47.673264649308,DISTRICT4,(Smooth) Japanese Maple,0.0,1,Acer,N,N
1163,-122.281999999626,47.5349629992169,DISTRICT2,Newport Purpleleaf Plum,0.0,4,Prunus,N,N
1164,-122.324782064411,47.594223485712,DISTRICT2,Callery Pear,0.0,7,Pyrus,N,N
1165,-122.351488615115,47.7149039429513,DISTRICT5,English Midland Hawthorn,0.0,9,Crataegus,N,N
1166,-122.292710731819,47.6698393131591,DISTRICT4,Yoshino Cherry,0.0,3,Prunus,N,N
1167,-122.387684434732,47.5883369978529,DISTRICT1,White Column (Amanogawa) Flowe,0.0,1,Prunus,N,N
1168,-122.374811897463,47.5482651757428,DISTRICT1,Red Maple,0.0,9,Acer,N,N
1169,-122.329378024975,47.5860019997005,DISTRICT2,Norway Maple,0.0,12,Acer,N,N
1170,-122.370747287004,47.7000907388838,DISTRICT6,Vine Maple,0.0,10,Acer,N,N
1171,-122.292918590751,47.5773806058943,DISTRICT2,Japanese Tree Lilac,0.0,1,Syringa,N,N
1172,-122.382449208868,47.5717696833451,DISTRICT1,Eastern Dogwood,0.0,5,Cornus,N,N
1173,-122.346014940067,47.6099534183617,DISTRICT7,Bowhall Maple,0.0,10,Acer,N,N
1174,-122.388196932669,47.5656505178282,DISTRICT1,Autumn Brilliance Serviceberry,0.0,1,Amelanchier,N,N
1175,-122.312733546512,47.6109941437304,DISTRICT3,European Hornbeam,0.0,2,Carpinus,N,N
1176,-122.351203287373,47.6550225587219,DISTRICT6,Thundercloud Purpleleaf Plum,0.0,10,Prunus,N,N
1177,-122.31583212373,47.5769243294539,DISTRICT2,Red Jewel Crabapple,0.0,3,Malus,N,N
1178,-122.271889354852,47.675829365446,DISTRICT4,Purpleleaf Plum variety,0.0,8,Prunus,N,N
1179,-122.375606410463,47.6752211255693,DISTRICT6,Kwanzan Flowering Cherry,0.0,19,Prunus,N,N
1180,-122.404853524978,47.6534471113843,DISTRICT7,Apple/Crabapple,0.0,14,Malus,N,N
1181,-122.357001674721,47.6412420474143,DISTRICT7,Purpleleaf Plum variety,0.0,4,Prunus,N,N
1182,-122.355322994302,47.6193791543178,DISTRICT7,Pyramidal (Pyramidal European),0.0,3,Carpinus,N,N
1183,-122.371566899137,47.6799305541837,DISTRICT6,White-barked Himalayan (Jacque,0.0,11,Betula,N,N
1184,-122.360759504771,47.6479422788934,DISTRICT7,Black Walnut,0.0,10,Juglans,N,N
1185,-122.347677508786,47.6515099088254,DISTRICT6,Unknown,0.0,2,,N,N
1186,-122.289304313705,47.6628634425851,DISTRICT4,Autumn Flowering Cherry,0.0,4,Prunus,N,N
1187,-122.300183681473,47.5940206464152,DISTRICT3,Emerald Queen Norway Maple,0.0,16,Acer,N,N
1188,-122.321811491788,47.6576801647717,DISTRICT4,Austrian Black Pine,0.0,21,Pinus,N,N
1189,-122.343714331742,47.6604915497886,DISTRICT4,Viburnum species,0.0,5,Viburnum,N,N
1190,-122.320776161062,47.6449628523493,DISTRICT3,English Midland Hawthorn,0.0,11,Crataegus,N,N
1191,-122.283836617525,47.7135234872596,DISTRICT5,Full Moon (Downy Japanese) Maple,0.0,5,Acer,N,N
1192,-122.392409682011,47.5429763318296,DISTRICT1,European Hazel,0.0,8,Corylus,N,N
1193,-122.350794625105,47.6731181418165,DISTRICT6,Paperbark Maple,0.0,3,Acer,N,N
1194,-122.333449633868,47.6665587279757,DISTRICT6,Common (Eastern) Redbud,,4,Cercis,N,N
1195,-122.361916937902,47.6691301119282,DISTRICT6,Double Chinese Cherry,0.0,6,Prunus,N,N
1196,-122.359537426896,47.6767200539374,DISTRICT6,White-barked Himalayan (Jacque,0.0,5,Betula,N,N
1197,-122.305952450164,47.6298607170973,DISTRICT3,London Plane (Tree),0.0,17,Platanus,N,N
1198,-122.317962891363,47.6283385544001,DISTRICT3,London Plane (Tree),0.0,47,Platanus,N,N
1199,-122.358166773603,47.7001931269407,DISTRICT6,Point Reyes ceanothus,0.0,9,Ceanothus,N,N
1200,-122.323835520313,47.5965221331741,DISTRICT2,Village Green Zelkova,0.0,20,Zelkova,N,N
1201,-122.36925224593,47.6737578440387,DISTRICT6,Western Red Cedar,0.0,8,Thuja,N,N
1202,-122.305206136922,47.6175581850485,DISTRICT3,Armstrong Freeman (Red) Maple,0.0,8,Acer,N,N
1203,-122.357214221262,47.6630324717165,DISTRICT6,Douglas Fir,0.0,4,Pseudotsuga,N,N
1204,-122.394592043647,47.6546318617723,DISTRICT7,(Smooth) Japanese Maple,0.0,3,Acer,N,N
1205,-122.295679857619,47.5932862014723,DISTRICT3,Snowdrift Crabapple,0.0,12,Malus,N,N
1206,-122.325821379013,47.7139926885212,DISTRICT5,English (Hedge) Maple,0.0,12,Acer,N,N
1207,-122.274929433674,47.5526952872754,DISTRICT2,Apple/Crabapple,0.0,5,Malus,N,N
1208,-122.370693428404,47.6833024833542,DISTRICT6,Apple/Crabapple,0.0,15,Malus,N,N
1209,-122.35950971096,47.6232228832047,DISTRICT7,Katsura Tree,0.0,2,Cercidiphyllum,N,N
1210,-122.298424510286,47.6680440075943,DISTRICT4,Kousa Dogwood,0.0,4,Cornus,N,N
1211,-122.355449354167,47.7305231076705,DISTRICT5,Wildfire Black Tupelo,0.0,2,Nyssa,N,N
1212,-122.399826774275,47.6848772267027,DISTRICT6,Kwanzan Flowering Cherry,0.0,5,Prunus,N,N
1213,-122.336457925071,47.6036760955579,DISTRICT7,Norway Maple,0.0,14,Acer,N,N
1214,-122.291300936757,47.6211735264587,DISTRICT3,Black Locust,0.0,42,Robinia,N,N
1215,-122.313300150225,47.5838726214206,DISTRICT2,Freeman Maple,0.0,23,Acer,N,N
1216,-122.335026526027,47.5887190472236,DISTRICT2,Quaking Aspen,0.0,6,Populus,N,N
1217,-122.292269081191,47.6640840748863,DISTRICT4,Japanese Snowbell Tree,0.0,1,Styrax,N,N
1218,-122.376797292485,47.5238032078232,DISTRICT1,European Hornbeam,0.0,15,Carpinus,N,N
1219,-122.376042090811,47.6938805479293,DISTRICT6,Red Sunset Red Maple,0.0,14,Acer,N,N
1220,-122.28941975185,47.6125675729343,DISTRICT3,Sugar Maple,0.0,24,Acer,N,N
1221,-122.370459654743,47.6890468421394,DISTRICT6,Robinson Crabapple,0.0,6,Malus,N,N
1222,-122.355187988951,47.6926525158798,DISTRICT6,Scarlet Sentinel Freeman Maple,0.0,4,Acer,N,N
1223,-122.383138525255,47.6773487240197,DISTRICT6,Frisia Black Locust,0.0,9,Robinia,N,N
1224,-122.301948908494,47.6423610610243,DISTRICT3,Sweetgum,0.0,20,Liquidambar,N,N
1225,-122.279522408959,47.5373275916283,DISTRICT2,Tulip Tree,0.0,3,Liriodendron,N,N
1226,-122.307781185806,47.6175309831977,DISTRICT3,Western Red Cedar,0.0,28,Thuja,N,N
1227,-122.281332656366,47.5628184029037,DISTRICT2,State Street Maple,0.0,2,Acer,N,N
1228,-122.335920081286,47.6128673347677,DISTRICT7,Red Maple,0.0,10,Acer,N,N
1229,-122.341732517604,47.6880191724922,DISTRICT6,English Midland Hawthorn,0.0,12,Crataegus,N,N
1230,-122.275291132154,47.5390627324288,DISTRICT2,Orchard (Common) Apple,0.0,1,Malus,N,N
1231,-122.334671209057,47.6042809941828,DISTRICT7,Littleleaf Linden,0.0,15,Tilia,N,N
1232,-122.395126904491,47.5447295822365,DISTRICT1,Purpleleaf Plum variety,0.0,1,Prunus,N,N
1233,-122.369338487644,47.5653958729839,DISTRICT1,Carriere (Lavallei) Hawthorn,0.0,13,Crataegus,N,N
1234,-122.359007610457,47.5298169582768,DISTRICT1,Autumn Brilliance Serviceberry,0.0,2,Amelanchier,N,N
1235,-122.367443683488,47.5337733503261,DISTRICT1,American Hornbeam,0.0,2,Carpinus,N,N
1236,-122.358965332253,47.5649536877358,DISTRICT1,Eastern (Canadian) Hemlock,0.0,6,Tsuga,N,N
1237,-122.362511235914,47.551968912338,DISTRICT1,Aristocrat Pear,0.0,9,Pyrus,N,N
1238,-122.321590846019,47.5767914899988,DISTRICT2,Japanese Hornbeam,0.0,7,Carpinus,N,N
1239,-122.322628237071,47.543565496508,DISTRICT2,Pacific Sunset Maple,0.0,9,Acer,N,N
1240,-122.298081922966,47.7096741893767,DISTRICT5,Grand (Giant) Fir,0.0,25,Abies,N,N
1241,-122.347460577373,47.68988910647,DISTRICT6,Maple,0.0,2,Acer,N,N
1242,-122.28557269886,47.6280195872924,DISTRICT3,Venus Dogwood,0.0,2,Cornus,N,N
1243,-122.324884281567,47.6485696847922,DISTRICT4,Western Red Cedar,0.0,5,Thuja,N,N
1244,-122.321600255178,47.5750766156756,DISTRICT2,Japanese Hornbeam,0.0,6,Carpinus,N,N
1245,-122.381010203445,47.6857364752941,DISTRICT6,Magnolia,0.0,2,Magnolia,N,N
1246,-122.394152187761,47.6471267046488,DISTRICT7,Eastern Dogwood,0.0,3,Cornus,N,N
1247,-122.277708565741,47.6308888987648,DISTRICT3,Red Maple,0.0,10,Acer,N,N
1248,-122.356474820491,47.7046837532435,DISTRICT6,Red Sunset Red Maple,0.0,12,Acer,N,N
1249,-122.336716952912,47.6978305360375,DISTRICT5,Red Maple,0.0,2,Acer,N,N
1250,-122.332874228176,47.6747590247479,DISTRICT6,Palisade American Hornbeam,0.0,2,Carpinus,N,N
1251,-122.388630762758,47.6846628112854,DISTRICT6,"Persian Ironwood, Parrotia",0.0,9,Parrotia,N,N
1252,-122.319174247257,47.5483017581946,DISTRICT2,Willow Oak,0.0,2,Quercus,N,N
1253,-122.406734053663,47.6538829562721,DISTRICT7,Paperbark Maple,0.0,3,Acer,N,N
1254,-122.387677244669,47.6977791317361,DISTRICT6,Colorado Spruce,0.0,7,Picea,N,N
1255,-122.356960852946,47.5563350445801,DISTRICT1,Cherry/Plum/Laurel,0.0,8,Prunus,N,N
1256,-122.30530194018,47.6854637003835,DISTRICT4,Freeman Maple,0.0,17,Acer,N,N
1257,-122.358150133939,47.6826018048077,DISTRICT6,Red Oak,0.0,24,Quercus,N,N
1258,-122.316475285952,47.5652723443065,DISTRICT2,Flame Amur Maple,0.0,2,Acer,N,N
1259,-122.387751578995,47.6386826109921,DISTRICT7,European (Green) Beech,0.0,2,Fagus,N,N
1260,-122.390182068295,47.6402322584659,DISTRICT7,English Holly,0.0,5,Ilex,N,N
1261,-122.389593190777,47.559856624279,DISTRICT1,Kwanzan Flowering Cherry,0.0,6,Prunus,N,N
1262,-122.327619944793,47.6072200252208,DISTRICT7,Bigleaf Maple,0.0,55,Acer,N,N
1263,-122.379081126013,47.5786980525127,DISTRICT1,English Midland Hawthorn,0.0,8,Crataegus,N,N
1264,-122.35167472869,47.7175173437738,DISTRICT5,Austrian Black Pine,0.0,16,Pinus,N,N
1265,-122.329887541186,47.6663298099412,DISTRICT6,English Holly,0.0,11,Ilex,N,N
1266,-122.32151788897,47.6569252502784,DISTRICT4,Western Red Cedar,0.0,10,Thuja,N,N
1267,-122.264697552213,47.5416367915191,DISTRICT2,Red Alder,0.0,20,Alnus,N,N
1268,-122.384338445938,47.6558221977479,DISTRICT7,Norway Maple,0.0,8,Acer,N,N
1269,-122.309425770579,47.6634901239005,DISTRICT4,Horse Chestnut,0.0,33,Aesculus,N,N
1270,-122.40386997403,47.6817225747604,DISTRICT6,Norway Maple,0.0,17,Acer,N,N
1271,-122.397102751796,47.6816009891291,DISTRICT6,Japanese Tree Lilac,0.0,4,Syringa,N,N
1272,-122.352151217151,47.7051346426275,DISTRICT5,American Hornbeam,0.0,2,Carpinus,N,N
1273,-122.325218035016,47.658359742304,DISTRICT4,Sweetgum,0.0,13,Liquidambar,N,N
1274,-122.336367559945,47.6926335618212,DISTRICT5,Norway Maple,0.0,1,Acer,N,N
1275,-122.38403547343,47.6887586927852,DISTRICT6,Higan (Spring) Cherry,0.0,9,Prunus,N,N
1276,-122.250388650073,47.5033860219954,DISTRICT2,Golden Rain Tree,0.0,2,Koelreuteria,N,N
1277,-122.40895411154,47.6396347808623,DISTRICT7,Common Stewartia,0.0,2,Stewartia,N,N
1278,-122.39744132014,47.6612152725234,DISTRICT7,Apple/Crabapple,0.0,9,Malus,N,N
1279,-122.38656662933,47.5692127617549,DISTRICT1,Silver (Silverleaf) Maple,0.0,24,Acer,N,N
1280,-122.357739755437,47.5190529128871,DISTRICT1,Snowcone Japanese Snowbell,0.0,2,Styrax,N,N
1281,-122.367096646014,47.6513285510811,DISTRICT7,Bigleaf Maple,0.0,20,Acer,N,N
1282,-122.347361508122,47.637453042727,DISTRICT7,Wild Weeping (Higan) Cherry,0.0,6,Prunus,N,N
1283,-122.293759194532,47.5782845237058,DISTRICT2,Spire Cherry,0.0,5,Prunus,N,N
1284,-122.357723822998,47.5231020999841,DISTRICT1,Pattern Perfect Maple,0.0,2,Acer,N,N
1285,-122.312732668969,47.6061176016644,DISTRICT3,Bigleaf Linden,0.0,20,Tilia,N,N
1286,-122.355623599257,47.653326121705,DISTRICT6,English Walnut,0.0,25,Juglans,N,N
1287,-122.359418638541,47.631272680679,DISTRICT7,Scarlet Oak,0.0,6,Quercus,N,N
1288,-122.34175661255,47.6614606465051,DISTRICT4,Cimmaron Green Ash,0.0,8,Fraxinus,N,N
1289,-122.344572924815,47.531882288296,DISTRICT1,"Hazel, California",0.0,15,Corylus,N,N
1290,-122.386880385792,47.5652432705801,DISTRICT1,Greenspire Littleleaf Linden,0.0,5,Tilia,N,N
1291,-122.39830854967,47.6493056657451,DISTRICT7,Katsura Tree,0.0,3,Cercidiphyllum,N,N
1292,-122.371464829576,47.6457345764576,DISTRICT7,Apple Serviceberry,0.0,4,Amelanchier,N,N
1293,-122.367972284189,47.6287886921776,DISTRICT7,Norway Maple,0.0,21,Acer,N,N
1294,-122.29939833872,47.6368002820776,DISTRICT3,Blireiana Purpleleaf Plum,0.0,8,Prunus,N,N
1295,-122.320617934036,47.6210351622258,DISTRICT3,Common Stewartia,0.0,3,Stewartia,N,N
1296,-122.397933279176,47.648686514509,DISTRICT7,Quaking Aspen,0.0,9,Populus,N,N
1297,-122.288940413467,47.5416314599224,DISTRICT2,Pin Oak,0.0,10,Quercus,N,N
1298,-122.376358435469,47.6905438318679,DISTRICT6,Norwegian Sunset Maple,0.0,12,Acer,N,N
1299,-122.347115668811,47.6616129819522,DISTRICT4,Douglas Fir,0.0,12,Pseudotsuga,N,N
1300,-122.340592873686,47.6611398580485,DISTRICT4,Sweetgum,0.0,13,Liquidambar,N,N
1301,-122.396056536197,47.5687015754911,DISTRICT1,Sassafras,0.0,9,Sassafras,N,N
1302,-122.317003524363,47.6786910401183,DISTRICT4,"Tupelo, Sour Gum",0.0,4,Nyssa,N,N
1303,-122.320557234822,47.6829987146776,DISTRICT4,Pine,0.0,16,Pinus,N,N
1304,-122.290341263876,47.5448919657509,DISTRICT2,English (Cherry) Laurel,0.0,4,Prunus,N,N
1305,-122.366158661407,47.6773116771474,DISTRICT6,Callery Pear,0.0,6,Pyrus,N,N
1306,-122.304811044458,47.6149415777161,DISTRICT3,Double Chinese Cherry,0.0,21,Prunus,N,N
1307,-122.395084839924,47.553677400489,DISTRICT1,White-barked Himalayan (Jacque,0.0,7,Betula,N,N
1308,-122.278596178397,47.6948078626878,DISTRICT5,Common (Eastern) Redbud,0.0,6,Cercis,N,N
1309,-122.381167614002,47.6896737631979,DISTRICT6,Apple/Crabapple,0.0,5,Malus,N,N
1310,-122.338637326583,47.6854689027343,DISTRICT6,Eastern Dogwood,0.0,2,Cornus,N,N
1311,-122.391584887814,47.5854017289842,DISTRICT1,Whitcomb Cherry,0.0,1,Prunus,N,N
1312,-122.278373178419,47.6380205574687,DISTRICT3,Chinese Fan (Windmill) Palm,0.0,5,Trachycarpus,N,N
1313,-122.362575630513,47.672423153285,DISTRICT6,Washington Hawthorn,0.0,4,Crataegus,N,N
1314,-122.390500943686,47.5822248264039,DISTRICT1,Autumn Flowering Cherry,0.0,8,Prunus,N,N
1315,-122.31306171731,47.7303405739968,DISTRICT5,Western Red Cedar,0.0,42,Thuja,N,N
1316,-122.391715789172,47.6926753219409,DISTRICT6,Blireiana Purpleleaf Plum,0.0,7,Prunus,N,N
1317,-122.320957157228,47.7208559891701,DISTRICT5,Cherry/Plum/Laurel,0.0,4,Prunus,N,N
1318,-122.338491301364,47.5383646525336,DISTRICT1,Red Oak,0.0,5,Quercus,N,N
1319,-122.353980179494,47.6884349631643,DISTRICT6,Callery Pear,0.0,2,Pyrus,N,N
1320,-122.360561531486,47.6833881687134,DISTRICT6,Yoshino Cherry,0.0,9,Prunus,N,N
1321,-122.370917019294,47.6768613565026,DISTRICT6,"Lawson Cypress, Port Orford Cedar",0.0,7,Chamaecyparis,N,N
1322,-122.406811253239,47.6407627303017,DISTRICT7,Orchard (Common) Apple,0.0,6,Malus,N,N
1323,-122.37350462086,47.5176513309603,DISTRICT1,Pyramidal Arborvitae,0.0,5,Thuja,N,N
1324,-122.312155597789,47.5831338479684,DISTRICT2,Green (Red) Ash,0.0,15,Fraxinus,N,N
1325,-122.31072518619,47.6840060425398,DISTRICT4,Chinese Kousa Dogwood,0.0,5,Cornus,N,N
1326,-122.286395132566,47.6922915944728,DISTRICT5,Full Moon (Downy Japanese) Maple,0.0,8,Acer,N,N
1327,-122.385540599653,47.6682138918423,DISTRICT6,Shumard Red Oak,0.0,24,Quercus,N,N
1328,-122.32905812986,47.5721171693592,DISTRICT2,(California) Incense Cedar,0.0,8,Calocedrus,N,N
1329,-122.369408512084,47.6901157597303,DISTRICT6,Honey Locust,0.0,11,Gleditsia,N,N
1330,-122.368816939121,47.6734564764382,DISTRICT6,English (Cherry) Laurel,0.0,13,Prunus,N,N
1331,-122.29979424432,47.6232168678991,DISTRICT3,Double Chinese Cherry,0.0,2,Prunus,N,N
1332,-122.321590033478,47.5771178533255,DISTRICT2,Japanese Hornbeam,0.0,7,Carpinus,N,N
1333,-122.355169770513,47.6446468303155,DISTRICT7,Chinese Kousa Dogwood,0.0,2,Cornus,N,N
1334,-122.362167658443,47.5705155736774,DISTRICT1,Giant Sequoia,0.0,26,Sequoiadendron,N,N
1335,-122.308543434216,47.6000765419783,DISTRICT3,Crimean Linden,0.0,6,Tilia,N,N
1336,-122.303928456858,47.673336409548,DISTRICT4,Cherry/Plum/Laurel,0.0,5,Prunus,N,N
1337,-122.3780835908,47.6795781233371,DISTRICT6,Japanese Tree Lilac,0.0,6,Syringa,N,N
1338,-122.286150625667,47.5476020662273,DISTRICT2,White Ash,0.0,5,Fraxinus,N,N
1339,-122.309938284875,47.6230911981136,DISTRICT3,Sugar Maple,0.0,7,Acer,N,N
1340,-122.29645484573,47.7179833295659,DISTRICT5,Redspire Pear,0.0,5,Pyrus,N,N
1341,-122.307199999152,47.7137139991968,DISTRICT5,Dogwood,0.0,1,Cornus,N,N
1342,-122.388777061436,47.5439227626302,DISTRICT1,English Midland Hawthorn,0.0,11,Crataegus,N,N
1343,-122.283415132961,47.5540618526441,DISTRICT2,Kousa Dogwood,0.0,4,Cornus,N,N
1344,-122.29991119802,47.6247776551035,DISTRICT3,Cascara (Buckthorn),0.0,1,Rhamnus,N,N
1345,-122.275460450564,47.544748332437,DISTRICT2,Aristocrat Pear,0.0,4,Pyrus,N,N
1346,-122.323303603042,47.5419608177814,DISTRICT2,Green Vase Zelkova,0.0,3,Zelkova,N,N
